carat,depth,table,x,y,z,price,color_num,cut_num
1.1,62.2,56.6,6.56,6.6,4.09,8.677,7,5
1.0,59.4,61.0,6.51,6.46,3.85,8.626,4,4
0.36,61.0,55.0,4.59,4.62,2.81,6.375,4,5
0.37,61.9,56.0,4.6,4.57,2.84,6.725,1,5
2.37,62.3,57.0,8.55,8.5,5.31,9.682,4,4
1.59,59.4,61.0,7.62,7.56,4.51,8.959,6,4
0.4,62.8,59.0,4.7,4.73,2.96,6.561,1,3
0.41,61.6,58.0,4.73,4.78,2.93,6.718,7,4
0.74,62.2,56.0,5.8,5.84,3.62,7.922999999999999,1,5
1.1,61.0,56.0,6.67,6.73,4.09,9.251,6,5
0.7,61.5,63.0,5.59,5.63,3.45,7.5489999999999995,4,2
0.7,61.1,56.0,5.75,5.78,3.52,8.111,1,5
0.6,62.3,57.0,5.42,5.37,3.36,7.518,6,5
0.51,61.2,61.0,5.16,5.13,3.15,7.246,1,4
0.7,61.0,59.0,5.64,5.71,3.5,8.128,1,4
1.07,63.1,59.0,6.49,6.45,4.08,8.507,7,3
0.91,62.3,55.0,6.17,6.22,3.86,8.488999999999999,7,5
1.0,60.7,61.0,6.4,6.46,3.9,8.857000000000001,6,2
0.51,61.7,57.0,5.12,5.15,3.17,7.271,7,5
1.15,60.7,55.0,6.77,6.83,4.13,8.542,3,5
0.39,61.7,57.0,4.77,4.7,2.92,6.75,7,4
0.9,61.9,61.0,6.13,6.06,3.77,8.062999999999999,7,4
0.54,61.1,56.0,5.22,5.26,3.2,7.051,2,5
0.36,62.0,59.0,4.6,4.53,2.83,6.5920000000000005,5,4
0.9,59.6,61.0,6.2,6.25,3.71,8.317,7,3
0.56,61.3,56.0,5.32,5.27,3.25,7.393,4,5
0.56,61.4,57.0,5.28,5.3,3.25,7.2,2,5
1.64,62.3,58.0,7.53,7.63,4.72,9.121,5,3
0.72,63.2,62.0,5.71,5.67,3.59,7.502999999999999,5,3
1.01,62.4,56.0,6.44,6.38,4.0,8.225,2,5
0.52,62.7,57.0,5.1,5.14,3.21,7.236000000000001,1,3
1.31,58.5,60.0,7.18,7.15,4.19,8.815,5,4
1.02,62.0,57.0,6.48,6.43,4.0,8.627,7,4
1.01,60.6,57.0,6.49,6.55,3.95,8.352,2,5
0.6,62.9,57.0,5.35,5.31,3.35,7.669,2,5
1.0,63.9,60.0,6.3,6.26,4.01,8.168,5,2
0.41,62.1,56.0,4.76,4.77,2.96,6.604,6,3
0.33,62.1,55.0,4.43,4.46,2.76,6.6610000000000005,6,5
1.5,61.3,61.0,7.33,7.36,4.5,9.564,2,3
0.33,61.9,57.0,4.44,4.42,2.74,6.75,2,4
0.31,63.5,57.0,4.3,4.33,2.74,6.704,7,2
0.3,61.1,57.0,4.33,4.37,2.66,6.522,7,3
0.41,61.6,55.1,4.75,4.8,2.95,6.513,3,5
1.07,61.5,57.0,6.59,6.54,4.04,9.162,7,5
2.02,61.9,58.0,8.07,8.18,5.03,9.677,5,5
0.52,62.1,57.0,5.17,5.13,3.2,7.607,7,5
1.0,61.9,56.0,6.37,6.45,3.97,8.517000000000001,7,5
1.01,60.9,55.0,6.46,6.51,3.95,8.879,7,3
0.71,62.4,56.0,5.7,5.64,3.54,7.615,4,4
1.08,59.8,57.0,6.72,6.66,4.0,8.371,7,4
1.54,62.0,60.0,7.32,7.4,4.56,8.513,4,4
2.21,60.7,62.0,8.42,8.48,5.13,9.669,7,3
0.54,60.6,58.0,5.27,5.29,3.2,7.272,1,5
0.43,61.6,55.1,4.85,4.89,3.0,6.912999999999999,7,5
0.41,64.7,55.0,4.7,4.67,3.03,6.707000000000001,1,1
1.25,61.9,58.0,6.91,6.85,4.26,8.995,7,4
1.04,63.7,58.0,6.43,6.34,4.07,8.814,2,2
0.35,61.0,58.0,4.56,4.52,2.77,7.018,1,4
0.31,62.4,54.0,4.35,4.31,2.7,6.771,1,5
1.01,63.7,55.0,6.38,6.31,4.05,8.323,1,2
0.36,61.8,57.0,4.6,4.56,2.83,6.697,4,5
0.7,61.8,62.0,5.68,5.72,3.52,7.676,7,2
1.54,62.8,58.0,7.35,7.32,4.61,9.203,2,4
1.19,61.7,56.0,6.83,6.78,4.2,8.476,4,5
1.07,59.7,59.0,6.68,6.63,3.97,8.344,5,4
0.32,61.0,56.0,4.41,4.44,2.7,6.822,7,5
1.01,63.4,60.0,6.37,6.31,4.02,8.823,1,3
0.76,62.1,58.0,5.84,5.89,3.64,8.136000000000001,1,3
1.05,62.2,56.0,6.49,6.56,4.06,8.611,1,3
0.31,61.0,55.0,4.43,4.39,2.69,6.687,7,5
1.19,62.7,61.0,6.66,6.73,4.2,8.63,4,3
1.76,62.0,57.0,7.7,7.74,4.78,9.2,5,3
0.7,63.3,60.0,5.56,5.59,3.53,7.851,1,2
0.52,59.7,56.0,5.28,5.31,3.16,6.949,7,5
0.3,62.5,54.0,4.27,4.31,2.68,6.205,5,5
0.33,60.0,57.0,4.47,4.5,2.69,6.438,1,5
1.7,62.9,59.0,7.57,7.51,4.74,9.141,5,4
2.03,61.3,59.0,8.08,8.11,4.96,9.812000000000001,7,3
0.27,63.9,57.0,4.07,4.1,2.61,6.372999999999999,1,2
0.5,61.3,60.0,5.08,5.17,3.14,7.442,4,3
0.71,63.1,56.0,5.73,5.68,3.6,7.917000000000001,6,3
0.42,62.9,56.0,4.79,4.75,3.0,6.892,4,5
0.5,62.0,55.0,5.12,5.09,3.16,7.1739999999999995,2,5
0.33,60.7,57.0,4.45,4.48,2.71,6.256,4,5
1.01,61.1,56.0,6.44,6.48,3.95,8.454,4,5
0.31,61.6,57.0,4.35,4.32,2.67,6.848,1,5
2.0,61.1,60.0,8.1,8.03,4.93,9.546,7,4
0.51,62.9,58.0,5.05,5.1,3.19,7.412000000000001,7,3
0.27,62.3,59.0,4.14,4.18,2.59,6.382000000000001,2,3
0.54,62.6,55.0,5.19,5.23,3.26,7.375,6,5
0.58,60.6,56.0,5.43,5.47,3.3,7.501,1,5
0.92,61.2,62.0,6.27,6.22,3.82,8.434,1,4
0.3,61.6,55.0,4.3,4.33,2.66,6.621,2,5
0.52,63.3,57.0,5.11,5.13,3.24,7.154,1,3
1.01,63.2,58.0,6.33,6.39,4.02,8.042,4,2
1.8,57.9,58.0,8.13,8.08,4.69,9.418,2,2
1.52,64.0,58.0,7.2,7.27,4.63,9.119,5,2
1.5,60.5,62.0,7.32,7.38,4.45,9.341000000000001,2,2
0.83,62.0,59.0,6.04,5.99,3.73,8.07,2,4
0.87,60.4,58.0,6.19,6.23,3.75,8.179,1,5
0.32,62.6,56.0,4.37,4.41,2.75,6.042999999999999,2,3
0.31,62.1,55.0,4.35,4.38,2.71,6.358,7,5
1.55,60.7,55.0,7.54,7.51,4.57,9.162,7,5
0.41,62.6,59.0,4.72,4.77,2.97,6.577999999999999,7,4
1.05,62.1,54.0,6.54,6.55,4.06,8.451,5,5
0.91,63.4,55.0,6.18,6.15,3.91,8.033,4,3
0.32,62.8,55.0,4.38,4.41,2.76,6.225,4,3
0.91,62.8,60.0,6.11,6.08,3.83,8.511000000000001,1,4
1.76,61.0,60.0,7.76,7.68,4.77,9.398,6,4
1.01,61.0,56.0,6.47,6.54,3.97,8.389,1,3
2.09,62.5,56.0,8.13,8.17,5.1,9.798,5,5
0.76,62.1,54.0,5.88,5.94,3.67,8.003,7,3
0.42,63.6,61.0,4.73,4.7,3.0,6.851,1,2
1.08,63.1,59.0,6.51,6.46,4.09,8.186,2,3
1.62,62.2,58.0,7.5,7.46,4.65,9.346,4,4
1.0,61.9,58.0,6.45,6.41,3.98,8.726,7,4
0.61,61.5,56.0,5.48,5.5,3.38,7.688,7,5
1.0,63.5,59.0,6.29,6.34,4.01,8.441,3,2
0.93,61.9,57.0,6.21,6.25,3.86,8.279,2,5
0.54,61.5,56.0,5.22,5.26,3.23,7.377999999999999,1,2
1.0,59.0,62.0,6.49,6.56,3.85,8.66,7,3
1.0,68.3,58.0,5.98,5.95,4.08,8.369,2,1
0.29,61.5,56.0,4.26,4.3,2.63,6.332999999999999,2,3
0.3,62.4,59.0,4.3,4.26,2.67,6.7379999999999995,1,4
1.26,64.9,60.0,6.7,6.62,4.32,8.264,4,1
1.0,63.3,56.0,6.38,6.35,4.03,8.456,6,3
0.41,62.2,57.0,4.76,4.79,2.97,7.018,1,3
0.71,61.9,56.0,5.71,5.73,3.54,7.922000000000001,1,5
0.51,62.1,58.0,5.12,5.09,3.17,7.431,2,4
0.8,60.1,57.0,6.03,5.98,3.61,7.707999999999999,3,4
1.0,61.0,60.0,6.38,6.43,3.91,8.666,2,3
1.52,60.9,57.0,7.44,7.5,4.55,9.006,7,3
0.7,62.0,54.1,5.7,5.73,3.55,7.7139999999999995,5,5
1.31,61.7,56.0,7.04,7.02,4.34,9.327,2,5
0.38,61.7,55.4,4.66,4.68,2.88,6.917999999999999,2,5
0.55,62.5,56.0,5.23,5.27,3.28,7.393,2,3
1.08,61.0,58.0,6.64,6.61,4.04,9.231,2,3
1.01,63.3,57.0,6.35,6.39,4.03,8.698,4,2
0.53,62.0,57.0,5.19,5.23,3.23,7.356,6,5
1.04,61.1,59.0,6.54,6.56,4.0,8.86,1,4
1.71,60.8,58.0,7.79,7.7,4.71,9.728,2,4
1.51,63.7,55.0,7.16,7.28,4.6,8.981,3,3
1.51,62.7,61.0,7.33,7.27,4.58,9.082,5,4
0.33,61.2,57.0,4.47,4.5,2.74,6.678,7,3
0.31,62.7,59.0,4.29,4.32,2.7,5.894,3,3
1.06,61.4,56.0,6.56,6.61,4.04,8.941,2,5
0.55,61.1,56.0,5.25,5.33,3.24,7.18,2,5
0.57,61.7,54.0,5.32,5.41,3.31,7.647,7,5
0.71,64.1,60.0,0.0,0.0,0.0,7.664,2,2
1.21,61.7,59.0,6.83,6.78,4.2,8.686,1,4
1.14,61.1,57.0,6.7,6.76,4.11,9.241,7,5
2.01,64.9,60.0,7.82,7.78,5.06,9.527999999999999,3,1
0.7,60.5,62.0,5.66,5.74,3.45,7.867000000000001,4,2
1.01,65.3,58.0,6.14,6.2,4.03,8.392999999999999,7,1
0.3,61.6,57.0,4.3,4.33,2.66,6.301,7,5
0.7,60.5,56.0,5.78,5.83,3.51,8.137,1,5
1.01,62.3,60.0,6.35,6.49,4.0,8.759,7,3
1.32,62.3,58.0,6.98,7.01,4.36,8.728,5,4
0.53,60.0,61.0,5.3,5.26,3.17,7.672000000000001,6,4
0.38,62.3,56.0,4.64,4.67,2.9,7.051,1,5
0.4,61.5,59.0,4.72,4.75,2.91,6.601,5,5
1.04,60.3,58.0,6.6,6.55,3.96,8.237,7,4
1.0,62.4,55.0,6.4,6.43,4.0,8.982999999999999,6,5
0.4,59.1,60.0,4.81,4.84,2.85,6.702000000000001,1,3
0.72,63.1,59.0,5.67,5.7,3.59,8.052,6,3
0.3,63.2,59.0,4.31,4.27,2.71,6.2379999999999995,4,2
0.32,61.9,59.0,4.37,4.39,2.71,6.5120000000000005,5,3
1.0,63.0,59.0,6.36,6.4,4.02,8.649,7,3
0.32,61.6,57.0,4.4,4.43,2.72,6.468999999999999,2,5
2.14,58.4,58.0,8.52,8.5,4.97,9.24,3,4
2.03,60.5,57.0,8.26,8.2,4.98,9.552999999999999,3,5
2.18,61.2,60.0,8.38,8.3,5.1,9.837,2,4
0.42,61.9,59.0,4.81,4.76,2.96,6.947,6,4
0.41,61.9,57.0,4.81,4.76,2.96,6.867999999999999,7,5
0.24,60.6,59.0,4.0,4.02,2.43,6.314,6,3
0.71,61.5,55.0,5.72,5.77,3.54,8.141,7,5
0.33,61.3,59.0,4.45,4.42,2.72,6.832000000000001,7,4
1.02,59.1,60.0,6.59,6.54,3.88,8.302999999999999,4,4
0.37,61.1,56.0,4.64,4.66,2.84,6.275,7,5
0.72,62.6,55.0,5.71,5.76,3.59,7.8,2,3
0.7,61.1,56.0,5.74,5.75,3.51,7.611000000000001,5,3
0.34,61.7,56.0,4.49,4.52,2.78,6.39,1,5
1.21,62.1,60.0,6.77,6.83,4.22,8.817,4,3
1.0,61.0,57.0,6.51,6.4,3.94,8.302,4,4
0.91,63.3,62.0,6.01,6.09,3.83,8.205,6,2
0.31,62.2,54.0,4.38,4.4,2.73,6.671,4,5
0.9,63.4,59.0,6.19,6.11,3.9,8.267000000000001,1,3
0.74,61.9,59.0,5.74,5.77,3.56,8.193,1,3
0.56,61.2,56.0,5.29,5.33,3.25,7.365,7,5
0.35,60.8,60.0,4.51,4.57,2.76,6.42,1,4
1.0,58.3,63.0,6.53,6.5,3.8,8.12,5,3
0.32,63.4,56.0,4.34,4.31,2.74,6.51,1,3
0.63,61.1,58.0,5.49,5.54,3.37,8.065,1,5
1.01,59.9,61.0,6.49,6.53,3.9,8.452,5,5
0.9,61.4,57.0,6.21,6.24,3.82,8.166,2,3
0.31,62.5,56.0,4.29,4.32,2.69,6.599,6,5
0.32,61.0,55.0,4.43,4.45,2.71,6.695,1,5
0.57,61.8,56.0,5.29,5.33,3.28,7.523,1,5
1.0,62.2,57.0,6.29,6.25,3.9,8.294,7,4
0.43,61.1,57.0,4.88,4.91,2.99,6.766,4,5
0.5,61.9,59.0,5.06,5.08,3.14,7.38,7,3
0.79,61.2,56.0,5.95,6.02,3.66,8.084,6,5
0.3,66.0,55.0,4.19,4.21,2.77,6.417999999999999,2,2
1.04,62.7,59.0,6.47,6.41,4.04,8.561,7,4
0.75,62.1,57.0,5.82,5.78,3.6,7.68,4,5
1.21,62.5,55.0,6.79,6.8,4.25,8.99,7,5
1.02,62.2,57.0,6.39,6.43,3.99,8.966000000000001,2,5
0.32,60.8,58.0,4.38,4.41,2.67,6.861000000000001,1,3
2.03,61.2,55.0,8.14,8.26,5.02,9.45,5,3
0.55,58.1,62.0,5.46,5.38,3.15,7.443,1,4
1.0,56.5,60.0,6.62,6.66,3.75,8.451,2,1
0.56,61.9,57.0,5.25,5.29,3.26,7.1,5,5
1.5,63.7,59.0,7.19,7.23,4.59,9.252,7,2
1.01,61.4,56.0,6.46,6.51,3.98,8.352,2,5
1.0,65.1,60.0,6.19,6.1,4.0,8.227,2,1
1.12,63.7,61.0,6.54,6.5,4.15,8.282,3,2
0.41,62.9,58.0,4.73,4.72,2.97,6.775,4,4
0.73,61.7,57.0,5.83,5.78,3.58,7.848,5,5
0.6,61.9,58.0,5.43,5.39,3.35,7.5120000000000005,1,4
0.32,61.6,56.0,4.42,4.44,2.73,6.562,7,5
0.9,61.2,61.0,6.2,6.15,3.78,8.156,5,4
0.5,61.4,55.0,5.12,5.14,3.15,7.386,1,5
1.53,62.5,57.0,7.38,7.31,4.59,9.352,2,5
0.5,61.7,59.0,5.07,5.14,3.15,7.265,4,5
0.57,60.3,58.0,5.36,5.39,3.24,7.534,2,3
0.85,63.6,56.0,5.97,6.01,3.81,8.293,1,3
0.53,62.0,56.0,5.29,5.2,3.25,7.579,1,5
1.51,61.1,59.0,7.32,7.37,4.49,9.559,2,3
0.52,59.2,59.0,5.29,5.25,3.12,7.461,1,4
0.32,61.4,58.0,4.37,4.42,2.7,6.321000000000001,2,3
0.4,62.0,61.0,4.69,4.73,2.92,6.502999999999999,4,2
1.04,62.3,59.0,6.39,6.48,4.01,9.011000000000001,6,3
0.42,58.6,58.0,4.91,4.98,2.9,6.438,6,3
0.3,61.3,57.0,4.34,4.31,2.65,6.564,5,5
1.23,63.6,60.0,6.77,6.73,4.29,8.461,3,2
1.27,61.2,56.0,6.99,6.95,4.27,8.521,3,5
0.42,60.1,61.0,4.84,4.81,2.9,6.9910000000000005,7,4
1.59,62.6,59.0,7.42,7.4,4.64,9.147,4,4
1.32,62.5,57.0,7.0,7.04,4.39,8.667,3,5
1.01,61.8,59.0,6.37,6.44,3.96,8.335,5,4
0.33,61.6,56.0,4.44,4.46,2.74,6.501,2,5
0.5,61.1,55.0,5.1,5.15,3.13,7.1979999999999995,1,3
0.75,61.9,56.0,5.81,5.85,3.61,7.678,3,5
0.73,59.0,61.0,5.84,5.88,3.46,7.752999999999999,5,3
0.79,58.8,62.0,6.03,6.01,3.54,7.562,3,4
1.5,62.0,55.0,7.29,7.34,4.54,9.305,4,5
0.31,62.4,56.0,4.38,4.34,2.72,6.687,4,5
0.31,59.1,57.0,4.45,4.48,2.64,6.2989999999999995,7,5
0.32,61.0,59.0,4.39,4.43,2.69,6.468999999999999,7,4
1.0,58.7,62.0,6.6,6.51,3.85,8.706,2,4
0.5,61.5,56.0,5.11,5.14,3.15,7.652,7,5
1.56,60.4,56.0,7.51,7.55,4.55,9.527000000000001,7,5
0.73,61.9,55.2,5.74,5.79,3.58,8.266,2,5
0.51,63.3,58.0,5.07,5.04,3.2,7.547000000000001,7,3
0.9,63.0,62.0,6.06,6.13,3.84,8.448,6,3
0.74,62.8,61.0,5.74,5.76,3.61,7.975,1,2
0.57,62.3,54.0,5.34,5.35,3.33,7.273,7,5
1.55,59.7,66.0,7.59,7.47,4.49,9.232000000000001,2,1
0.4,60.4,58.0,4.75,4.78,2.88,6.624,7,4
0.53,63.0,58.0,5.17,5.15,3.25,7.454,7,4
0.41,61.7,58.0,4.76,4.8,2.95,6.926,6,3
0.33,61.3,55.0,4.46,4.5,2.75,6.604,1,5
0.78,63.0,58.0,5.8,5.86,3.67,8.17,6,3
0.31,62.5,52.0,4.4,4.37,2.74,6.704,6,4
0.7,61.8,56.0,5.73,5.63,3.51,7.945,6,5
0.51,63.3,56.0,5.02,5.06,3.19,7.039,5,3
2.01,62.6,56.0,8.1,8.0,5.04,9.535,5,4
0.31,62.3,59.0,4.35,4.29,2.69,6.443,5,4
0.7,62.7,56.0,5.73,5.63,3.56,7.9,1,5
0.58,61.2,56.0,5.41,5.39,3.3,7.47,4,5
0.31,60.4,57.0,4.37,4.4,2.65,6.599,1,5
0.31,63.7,59.0,4.26,4.31,2.73,6.367999999999999,2,2
1.02,62.1,59.0,6.43,6.38,3.98,8.625,4,4
0.31,61.5,56.0,4.33,4.35,2.67,6.347,6,5
0.35,60.8,58.0,4.58,4.55,2.78,6.968999999999999,1,4
0.78,62.4,54.0,5.95,5.9,3.7,7.901,2,5
0.38,62.2,54.0,4.69,4.65,2.9,6.972,6,5
0.56,60.3,59.0,5.3,5.34,3.21,6.864,3,3
1.17,61.4,56.0,6.77,6.81,4.17,8.929,7,5
0.72,62.5,57.0,5.65,5.74,3.56,7.8,2,5
0.9,61.3,59.0,6.19,6.24,3.81,8.332,4,4
0.7,62.2,57.0,5.7,5.74,3.56,8.402000000000001,2,5
0.7,63.7,60.0,5.57,5.61,3.56,7.85,6,3
1.01,61.5,57.0,6.4,6.48,3.96,8.726,2,3
0.31,62.8,57.0,4.32,4.34,2.72,6.2989999999999995,1,3
0.5,61.3,57.0,5.15,5.07,3.13,7.57,7,3
0.34,61.9,55.0,4.5,4.52,2.79,6.544,5,5
1.42,59.6,66.0,7.31,7.23,4.33,8.884,7,1
0.77,63.0,58.0,5.81,5.85,3.67,8.117,6,3
1.01,61.4,63.0,6.33,6.38,3.9,8.241,5,3
0.91,63.5,56.0,6.14,6.18,3.91,8.481,2,2
0.74,60.3,58.0,5.84,5.82,3.51,7.7379999999999995,2,5
0.33,61.9,54.0,4.43,4.45,2.75,6.821000000000001,1,5
0.41,61.1,56.0,4.83,4.8,2.94,7.0089999999999995,2,5
1.0,62.4,56.0,6.31,6.35,3.95,8.27,2,3
1.01,60.7,58.0,6.52,6.49,3.95,8.24,4,4
0.43,61.9,57.0,4.86,4.83,3.0,6.8229999999999995,1,5
0.3,62.9,57.0,4.29,4.27,2.69,6.654,2,5
0.39,62.3,54.0,4.69,4.71,2.93,6.797000000000001,5,5
0.33,61.2,57.0,4.46,4.49,2.74,6.604,2,5
1.62,59.6,59.0,7.59,7.67,4.55,9.344,4,3
0.31,64.0,59.0,4.25,4.28,2.73,6.29,4,2
0.44,62.3,58.0,4.85,4.88,3.03,6.657,1,4
0.33,61.9,59.0,4.45,4.43,2.75,6.75,7,4
0.35,62.4,55.0,4.55,4.52,2.83,6.617000000000001,2,5
0.3,62.3,54.0,4.33,4.31,2.69,6.921,7,5
0.23,62.4,60.0,3.92,3.9,2.44,6.24,1,4
0.5,61.9,62.0,5.02,5.06,3.12,7.351,2,3
0.71,62.0,57.0,5.7,5.75,3.55,8.027999999999999,2,5
0.52,61.3,56.0,5.2,5.15,3.17,7.56,6,5
1.59,62.6,59.0,7.43,7.45,4.66,8.963,3,4
0.24,62.0,57.0,4.0,4.03,2.49,6.107,7,3
1.54,61.1,56.0,7.54,7.48,4.59,9.578,7,4
2.1,59.9,61.0,8.34,8.26,4.97,9.656,5,4
0.59,64.5,57.0,5.37,5.16,3.42,6.965,4,1
2.01,61.2,57.2,8.08,8.14,4.97,9.837,7,4
1.54,60.1,58.0,7.53,7.48,4.51,9.139,5,4
1.0,63.7,59.0,6.38,6.33,4.05,8.61,7,2
0.7,61.4,64.0,5.66,5.71,3.49,7.962999999999999,1,2
1.01,61.9,54.0,6.45,6.49,4.0,8.856,2,5
1.06,62.5,58.0,6.46,6.5,4.05,8.46,2,3
0.31,61.0,60.0,4.35,4.37,2.66,6.455,1,4
0.71,65.7,56.0,5.51,5.54,3.63,7.729,7,1
0.44,62.3,59.0,4.87,4.82,3.02,6.938,7,4
0.32,60.3,57.0,4.42,4.44,2.67,6.659,6,5
2.07,62.0,55.0,8.22,8.12,5.07,9.701,5,5
0.33,61.9,57.0,4.45,4.41,2.74,7.096,1,5
0.92,66.1,57.0,6.22,6.0,4.05,7.733,4,1
1.5,61.2,63.0,7.28,7.32,4.47,9.705,6,3
0.43,61.5,56.0,4.89,4.86,3.0,7.365,2,5
1.07,62.6,61.0,6.49,6.42,4.04,8.507,6,4
0.44,61.0,59.0,4.87,4.9,2.98,6.894,4,3
0.7,62.0,60.0,5.67,5.72,3.53,7.722,1,3
0.73,59.7,59.0,5.94,5.81,3.51,7.769,5,4
1.12,59.9,57.0,6.76,6.8,4.06,8.721,6,3
0.48,62.2,54.0,5.01,5.06,3.13,6.757999999999999,3,5
1.01,59.6,60.0,6.55,6.5,3.89,8.225,4,4
0.71,62.1,56.0,5.76,5.71,3.56,7.643,4,5
1.2,60.3,58.0,6.82,6.77,4.1,8.036,7,4
1.9,62.9,61.0,7.78,7.73,4.88,9.458,2,4
0.3,59.5,63.0,4.29,4.32,2.56,6.103,7,3
0.41,62.5,57.0,4.69,4.72,2.94,6.577999999999999,7,3
0.77,60.7,58.0,5.95,5.98,3.62,7.849,7,4
1.7,61.4,58.0,7.66,7.62,4.69,9.243,4,4
0.9,61.3,61.0,6.13,6.17,3.77,8.267000000000001,1,2
0.33,62.4,56.0,4.45,4.43,2.77,6.75,7,5
0.53,58.4,58.0,5.31,5.38,3.12,7.393,6,2
0.4,61.8,56.0,4.78,4.74,2.94,6.942,4,5
1.13,61.9,60.0,6.63,6.65,4.11,8.685,4,5
1.0,65.3,56.0,6.28,6.25,4.09,8.671,2,1
0.37,61.6,54.7,4.61,4.63,2.85,6.787000000000001,1,5
0.54,61.4,56.0,5.27,5.29,3.24,7.704,2,5
0.32,61.6,54.0,4.42,4.45,2.73,6.246,1,5
0.9,62.6,59.0,6.17,6.14,3.85,8.5,6,4
0.52,61.6,55.0,5.15,5.2,3.19,7.507999999999999,6,5
0.9,62.1,58.0,6.16,6.2,3.84,8.291,4,4
1.52,60.6,58.0,7.38,7.44,4.49,9.719,1,4
2.01,64.1,60.0,7.92,7.88,5.06,9.229,5,2
0.23,61.1,62.0,3.92,3.94,2.4,6.184,1,3
0.7,60.2,57.0,5.78,5.82,3.49,7.854,1,5
1.57,61.5,56.0,7.56,7.49,4.63,9.22,5,5
0.91,58.6,63.0,6.32,6.38,3.72,8.011000000000001,1,3
0.3,62.0,57.0,4.29,4.32,2.67,6.528,7,5
1.5,56.2,58.0,7.71,7.6,4.3,9.349,1,1
0.7,62.5,55.0,5.67,5.72,3.56,7.959,6,3
0.5,62.3,53.0,5.1,5.14,3.19,6.871,4,5
0.51,60.8,59.0,5.15,5.18,3.14,7.581,2,3
0.5,62.1,58.0,5.08,5.03,3.14,7.52,6,4
0.93,62.6,57.0,6.26,6.2,3.9,8.328,6,4
0.9,63.8,61.0,6.07,5.99,3.85,8.355,6,1
0.32,61.4,60.0,4.39,4.41,2.7,6.225,4,4
0.58,62.3,53.0,5.38,5.4,3.36,7.365,5,5
1.96,60.4,62.0,7.96,7.9,4.79,9.187000000000001,4,4
0.32,61.3,56.0,4.4,4.44,2.71,6.808,7,5
0.61,61.5,58.0,5.46,5.4,3.34,7.742999999999999,6,4
0.52,63.3,55.0,5.13,5.1,3.24,6.978,5,3
0.53,61.3,56.0,5.22,5.29,3.22,7.228,7,5
1.71,60.6,57.0,7.82,7.73,4.71,9.328,5,4
1.15,61.8,56.0,6.75,6.7,4.15,8.456,1,4
1.04,61.5,59.0,6.54,6.51,4.01,8.382,4,4
0.5,60.8,61.0,5.08,5.09,3.09,6.952999999999999,1,3
0.41,61.6,57.0,4.8,4.78,2.95,6.807,2,5
0.56,63.5,57.0,5.24,5.21,3.32,7.138,1,3
0.51,60.3,57.0,5.22,5.2,3.14,7.495,2,4
0.9,62.7,57.0,6.1,6.15,3.84,8.292,6,5
0.54,60.2,58.0,5.23,5.37,3.19,7.2139999999999995,1,3
0.75,62.3,59.0,5.77,5.81,3.61,7.809,7,3
0.32,62.2,57.0,4.36,4.38,2.72,5.974,3,5
1.01,63.9,58.0,6.35,6.32,4.05,8.283999999999999,4,2
0.39,63.5,58.0,4.61,4.65,2.94,6.898,2,2
0.7,62.8,59.0,5.65,5.69,3.56,8.024,2,3
0.41,59.8,57.0,4.85,4.81,2.89,6.9670000000000005,7,5
0.33,60.9,59.0,4.49,4.45,2.72,6.872000000000001,7,4
0.3,61.9,57.0,4.29,4.33,2.67,6.565,6,5
0.43,60.6,57.0,4.88,4.94,2.97,7.021,5,5
0.72,61.8,56.0,5.72,5.77,3.55,8.157,2,5
0.9,62.6,58.0,6.09,6.15,3.83,8.254,5,3
0.7,62.8,59.0,5.65,5.62,3.54,7.669,4,4
1.2,59.5,54.0,6.98,6.96,4.15,9.414,1,3
0.5,62.0,58.0,5.07,5.09,3.15,7.352,1,4
0.5,61.6,57.0,5.09,5.13,3.15,7.362,1,5
0.33,59.7,58.0,4.52,4.49,2.69,6.957999999999999,1,4
1.3,63.0,59.0,6.97,6.9,4.37,8.402000000000001,7,4
1.01,63.7,58.0,6.35,6.31,4.03,8.275,7,2
1.24,61.8,59.0,6.85,6.88,4.24,8.77,7,3
0.5,61.4,57.0,5.08,5.12,3.13,7.166,2,3
0.73,62.7,59.0,5.74,5.77,3.61,7.766,4,3
1.03,61.3,56.0,6.49,6.53,3.99,8.312999999999999,5,5
0.31,59.4,58.0,4.37,4.45,2.62,6.367999999999999,2,4
1.21,61.0,58.0,6.89,6.92,4.21,9.346,2,3
0.51,60.6,56.0,5.19,5.17,3.14,7.431,2,5
0.5,61.7,53.0,5.14,5.16,3.18,7.425,6,5
0.37,60.4,59.0,4.62,4.68,2.81,6.524,6,4
0.3,61.0,55.0,4.36,4.33,2.65,6.815,6,5
1.09,62.0,56.0,6.57,6.59,4.08,8.509,5,3
0.51,62.4,59.0,5.07,5.12,3.18,7.231,1,4
0.39,61.4,56.0,4.68,4.74,2.89,6.68,1,5
0.91,62.0,56.0,6.19,6.22,3.85,8.375,4,5
1.5,64.3,55.0,7.24,7.19,4.64,9.075,5,2
0.7,61.6,61.0,5.66,5.61,3.47,8.007,6,4
0.7,60.7,58.0,5.73,5.74,3.48,7.893,1,4
1.01,59.5,55.0,6.59,6.53,3.9,8.379,7,4
0.54,61.8,55.3,5.22,5.24,3.23,7.497999999999999,7,5
1.52,63.3,57.0,7.32,7.27,4.62,9.336,7,3
